period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,OH,Ohio,102,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,OK,Oklahoma,841,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,OR,Oregon,8363,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,PA,Pennsylvania,930,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,RI,Rhode Island,3,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,SC,South Carolina,1294,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,SD,South Dakota,1598,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,TN,Tennessee,2609,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,TX,Texas,715,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,US,United States,79985,Thousand kilowatts
2023,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,UT,Utah,260,Thousand kilowatts
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,GA,Georgia,8891.3,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,HI,Hawaii,996,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,IA,Iowa,2907.7,Thousands of registered vehicles
2023,EVDCN,DC fast charging ports for electric vehicles,US,United States,40695,Number
2023,EVDCN,DC fast charging ports for electric vehicles,UT,Utah,359,Number
2023,EVDCN,DC fast charging ports for electric vehicles,VA,Virginia,1167,Number
2023,EVDCN,DC fast charging ports for electric vehicles,VT,Vermont,133,Number
2023,EVDCN,DC fast charging ports for electric vehicles,WA,Washington,1196,Number
2023,EVDCN,DC fast charging ports for electric vehicles,WI,Wisconsin,442,Number
2023,EVDCN,DC fast charging ports for electric vehicles,WV,West Virginia,145,Number
2023,EVDCN,DC fast charging ports for electric vehicles,WY,Wyoming,116,Number
2023,EVDCR,DC fast charging ports per location,AK,Alaska,2.24,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,KS,Kansas,436,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,KY,Kentucky,315,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,LA,Louisiana,233,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MA,Massachusetts,2990,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MD,Maryland,1704,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,ME,Maine,466,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MI,Michigan,1410,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MN,Minnesota,757,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MO,Missouri,1034,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MS,Mississippi,132,Number
2023,EVPUP,Electric vehicle charging locations with public ports only,MT,Montana,125,Number
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,ME,Maine,2442,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,MI,Michigan,20307,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,MN,Minnesota,9414,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,MO,Missouri,16286,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,MS,Mississippi,12719,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,MT,Montana,2068,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NC,North Carolina,21318,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,ND,North Dakota,4557,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NE,Nebraska,6153,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NH,New Hampshire,2260,Thousand kilowatts
2023,EVDCR,DC fast charging ports per location,VT,Vermont,2.25,Number
2023,EVDCR,DC fast charging ports per location,WA,Washington,3.66,Number
2023,EVDCR,DC fast charging ports per location,WI,Wisconsin,4.09,Number
2023,EVDCR,DC fast charging ports per location,WV,West Virginia,4.26,Number
2023,EVDCR,DC fast charging ports per location,WY,Wyoming,3.74,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,AK,Alaska,4,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,AL,Alabama,3,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,AR,Arkansas,3,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,AZ,Arizona,4,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,CA,California,91,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,CO,Colorado,15,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,CT,Connecticut,672,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,DC,District of Columbia,358,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,DE,Delaware,168,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,FL,Florida,3165,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,GA,Georgia,1755,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,HI,Hawaii,281,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,IA,Iowa,325,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,ID,Idaho,141,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,IL,Illinois,1174,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,IN,Indiana,449,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,KS,Kansas,411,Number
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NJ,New Jersey,11509,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NM,New Mexico,4849,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NV,Nevada,8082,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,NY,New York,25812,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,OH,Ohio,23845,Thousand kilowatts
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,OK,Oklahoma,18212,Thousand kilowatts
2023,ESCCB,Electricity consumed by (sales to ultimate customers in) the commercial sector,LA,Louisiana,81012,Billion Btu
2023,ESCCB,Electricity consumed by (sales to ultimate customers in) the commercial sector,MA,Massachusetts,82828,Billion Btu
2023,ESCCD,Electricity price in the commercial sector,NJ,New Jersey,41.04,Dollars per million Btu
2023,ESCCD,Electricity price in the commercial sector,NM,New Mexico,31.31,Dollars per million Btu
2023,ESCCD,Electricity price in the commercial sector,NV,Nevada,34.9,Dollars per million Btu
2023,EV2CN,Level 2 charging ports for electric vehicles,KY,Kentucky,647,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,LA,Louisiana,490,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MA,Massachusetts,7261,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MD,Maryland,4603,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,ME,Maine,914,Number
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,ID,Idaho,1820.8,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,IL,Illinois,9260.9,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,IN,Indiana,5691.3,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,KS,Kansas,2416.9,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,KY,Kentucky,3725,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,LA,Louisiana,3480.2,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MA,Massachusetts,5063.4,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MD,Maryland,4665.9,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,ME,Maine,1139.7,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MI,Michigan,7861.3,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MN,Minnesota,4719.8,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MO,Missouri,5187.8,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MS,Mississippi,2511.2,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,MT,Montana,942.1,Thousands of registered vehicles
2023,BDTXP,Biodiesel total end-use consumption,AR,Arkansas,550,Thousand barrels
2023,BDRCP,Biodiesel consumed by the residential sector,LA,Louisiana,0,Thousand barrels
2023,BDTCP,Biodiesel total consumption,MI,Michigan,744,Thousand barrels
2023,BDRIB,Biodiesel total refinery and blender net inputs,MS,Mississippi,1182,Billion Btu
2023,BDRIB,Biodiesel total refinery and blender net inputs,MT,Montana,8,Billion Btu
2023,BDRIB,Biodiesel total refinery and blender net inputs,NC,North Carolina,1804,Billion Btu
2023,BDRIP,Biodiesel total refinery and blender net inputs,NE,Nebraska,177,Thousand barrels
2023,BDRIP,Biodiesel total refinery and blender net inputs,NH,New Hampshire,35,Thousand barrels
2023,BDRIP,Biodiesel total refinery and blender net inputs,NJ,New Jersey,235,Thousand barrels
2023,BDRCP,Biodiesel consumed by the residential sector,MA,Massachusetts,0,Thousand barrels
2023,BDTCP,Biodiesel total consumption,OK,Oklahoma,829,Thousand barrels
2023,BDTCP,Biodiesel total consumption,OR,Oregon,1896,Thousand barrels
2023,BDTCP,Biodiesel total consumption,PA,Pennsylvania,1215,Thousand barrels
2023,BDRCP,Biodiesel consumed by the residential sector,KY,Kentucky,0,Thousand barrels
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,DE,Delaware,0,Million dollars
2023,NUETP,Nuclear electricity total net generation,AL,Alabama,45579,Million kilowatthours
2023,NUETP,Nuclear electricity total net generation,AR,Arkansas,14972,Million kilowatthours
2023,NUETP,Nuclear electricity total net generation,AZ,Arizona,31523,Million kilowatthours
2023,NUEGD,Nuclear fuel price in the electric power sector,NY,New York,.64,Dollars per million Btu
2023,NUEGD,Nuclear fuel price in the electric power sector,OH,Ohio,.62,Dollars per million Btu
2023,NUETB,"Nuclear energy consumed for electricity generation, total",WA,Washington,88163,Billion Btu
2023,NUETB,"Nuclear energy consumed for electricity generation, total",WI,Wisconsin,101204,Billion Btu
2023,NUETB,"Nuclear energy consumed for electricity generation, total",WV,West Virginia,0,Billion Btu
2023,NUETP,Nuclear electricity total net generation,KS,Kansas,10302,Million kilowatthours
2023,NUEGP,Nuclear electricity net generation in the electric power sector,TX,Texas,40680,Million kilowatthours
2023,NUEGP,Nuclear electricity net generation in the electric power sector,US,United States,774873,Million kilowatthours
2023,NUEGP,Nuclear electricity net generation in the electric power sector,UT,Utah,0,Million kilowatthours
2023,NUETB,"Nuclear energy consumed for electricity generation, total",AZ,Arizona,329474,Billion Btu
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,FL,Florida,153.7,Million dollars
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,GA,Georgia,301.6,Million dollars
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,HI,Hawaii,0,Million dollars
2023,NUETP,Nuclear electricity total net generation,NM,New Mexico,0,Million kilowatthours
2023,NUETP,Nuclear electricity total net generation,NV,Nevada,0,Million kilowatthours
2023,NUETD,"Nuclear fuel average price, all sectors",OH,Ohio,.62,Dollars per million Btu
2023,NUETD,"Nuclear fuel average price, all sectors",OK,Oklahoma,0,Dollars per million Btu
2023,NUETD,"Nuclear fuel average price, all sectors",OR,Oregon,0,Dollars per million Btu
2023,NUETP,Nuclear electricity total net generation,WA,Washington,8435,Million kilowatthours
2023,NUETP,Nuclear electricity total net generation,WI,Wisconsin,9683,Million kilowatthours
2023,NUETB,"Nuclear energy consumed for electricity generation, total",NM,New Mexico,0,Billion Btu
2023,NUETB,"Nuclear energy consumed for electricity generation, total",NV,Nevada,0,Billion Btu
2023,NUETB,"Nuclear energy consumed for electricity generation, total",NY,New York,287690,Billion Btu
2023,NUETP,Nuclear electricity total net generation,AK,Alaska,0,Million kilowatthours
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,TX,Texas,250.2,Million dollars
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,US,United States,4949.8,Million dollars
2023,NUEGV,Nuclear fuel expenditures in the electric power sector,UT,Utah,0,Million dollars
2023,NUETB,"Nuclear energy consumed for electricity generation, total",VT,Vermont,0,Billion Btu
2023,NUETP,Nuclear electricity total net generation,NY,New York,27525,Million kilowatthours
2023,NUETP,Nuclear electricity total net generation,OH,Ohio,16207,Million kilowatthours
2023,NUEGP,Nuclear electricity net generation in the electric power sector,TN,Tennessee,37937,Million kilowatthours
